userSet	oddsRatio	matrixID	pValueLog	rnkPV	TF_name	dataSource	exp_type	medline	family	class
1	2.40420002736065	MA0905.1	43.0377907976075	6	HOXC10	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.92107525475401	MA0075.3	42.9641987525908	1	PRRX2	jaspar	HT-SELEX	7901837	Paired-related HD factors	Homeo domain factors
1	1.67320873844618	MA0627.2	42.621466697371	3	POU2F3	jaspar	ChIP-seq	28473536	POU domain factors	Homeo domain factors
1	1.62389112422541	MA0843.1	42.5927787323682	4	TEF	jaspar	HT-SELEX	25215497	CEBP-related	Basic leucine zipper factors (bZIP)
1	2.03162364336405	MA0035.4	42.2773269253093	5	GATA1	jaspar	ChIP-seq	23142663	C4-GATA-related	Other C4 zinc finger-type factors
1	2.00256870751023	MA0613.1	42.1112188018762	4	FOXG1	jaspar	PBM	15342912	FOX	Fork head/winged helix factors
1	2.31792736317488	MA0634.1	42.0824355818266	5	ALX3	jaspar	HT-SELEX	18585359	Paired-related HD factors	Homeo domain factors
1	1.68782518233812	MA1476.2	41.8838113337987	4	Dlx5	jaspar	No_annotation	18585359	NK	Homeo domain factors
1	1.6092340184811	MA0153.2	41.7345370941419	4	HNF1B	jaspar	HT-SELEX	17916232	POU domain factors	Homeo domain factors
1	1.77658973001336	MA1487.2	41.6843333680744	5	FOXE1	jaspar	CAP-SELEX	23675434	FOX	Fork head/winged helix factors
1	2.15017037518671	MA1577.1	41.6313930827569	2	TLX2	jaspar	HT-SELEX	10869550	NK	Homeo domain factors
1	1.78843419547859	MA0793.1	41.4889733745214	7	POU6F2	jaspar	HT-SELEX	9852081	POU domain factors	Homeo domain factors
1	2.55866221953388	MA0032.2	41.4192655811039	6	FOXC1	jaspar	HT-SELEX	17993506	FOX	Fork head/winged helix factors
1	1.62740787126877	MA0628.1	41.2489644992357	6	POU6F1	jaspar	PBM	9852081	POU domain factors	Homeo domain factors
1	1.9165874907948	MA1103.2	41.1863016381209	7	FOXK2	jaspar	ChIP-seq	26578569	FOX	Fork head/winged helix factors
1	2.13710404217768	MA0725.1	41.0406802214806	3	VSX1	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.58773328406452	MA0046.2	40.9662757092728	7	HNF1A	jaspar	HT-SELEX	9047360	POU domain factors	Homeo domain factors
1	1.73226170298677	MA0068.2	40.8283391521162	8	PAX4	jaspar	HT-SELEX	10567552	Paired plus homeo domain	Paired box factors
1	1.58943627088356	MA0041.2	40.8071229614098	9	FOXD3	jaspar	CAP-SELEX	8139574	FOX	Fork head/winged helix factors
1	1.592196840577	MA0135.1	40.6943874842911	2	Lhx3	jaspar	SELEX	11602361	HD-LIM	Homeo domain factors
1	1.81942827363116	MA0108.2	40.5892563491162	3	TBP	jaspar	No_annotation	2329577	TBP-related factors	TATA-binding proteins
1	1.6673277878796	MA0885.2	40.4447549174286	4	Dlx2	jaspar	No_annotation	18585359	NK	Homeo domain factors
1	1.7216338599012	MA0908.1	40.2760958344411	8	HOXD11	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.17061811083725	MA0724.1	40.0919482589465	4	VENTX	jaspar	HT-SELEX	18585360	NK	Homeo domain factors
1	1.59255478007875	MA1479.1	40.0755192086001	6	DMRTC2	jaspar	HT-SELEX	25215497	DMRT factors	DM-type intertwined zinc finger factors
1	1.64443040666987	MA0122.3	39.9514631097072	4	Nkx3-2	jaspar	ChIP-seq	18585360	NK	Homeo domain factors
1	1.8179587932328	MA0650.3	39.8650864351075	7	Hoxa13	jaspar	No_annotation	17200107	HOX	Homeo domain factors
1	1.61444679728769	MA0621.1	39.5360659730801	8	mix-a	jaspar	PBM	23332764	Paired-related HD factors	Homeo domain factors
1	1.84459413209035	MA0726.1	39.3284386398554	5	VSX2	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.64121959452917	MA1970.1	38.8436157152242	2	TRPS1	jaspar	No_annotation	29895970	C4-GATA-related	Other C4 zinc finger-type factors
1	2.3802479215206	MA0619.1	38.6235186017411	9	LIN54	jaspar	PBM	19725879	No_annotation	CRC domain
1	1.91091930684137	MA0658.1	38.4180300044938	3	LHX6	jaspar	HT-SELEX	18585359	HD-LIM	Homeo domain factors
1	2.02627505682119	MA0036.3	38.0553692873425	10	GATA2	jaspar	ChIP-seq	8321207	C4-GATA-related	Other C4 zinc finger-type factors
1	1.76622043546067	MA0037.4	38.0229694034107	11	Gata3	jaspar	No_annotation	8321207	C4-GATA-related	Other C4 zinc finger-type factors
1	1.84977660685317	MA0909.3	37.9336420942235	9	Hoxd13	jaspar	No_annotation	18585359	HOX	Homeo domain factors
1	1.55709847547146	MA0715.1	37.4279467628576	6	PROP1	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	2.39315455065239	MA0084.1	37.3460622563056	5	SRY	jaspar	SELEX	8190643	SOX-related factors	High-mobility group (HMG) domain factors
1	1.98993221469668	MA0468.1	37.3221078513553	5	DUX4	jaspar	ChIP-seq	22209328	Paired-related HD factors	Homeo domain factors
1	1.55440468156696	MA0884.2	37.1259366778443	5	DUXA	jaspar	CAP-SELEX	24278031	Paired-related HD factors	Homeo domain factors
1	1.58708333485489	MA0152.2	36.852667981985	6	Nfatc2	jaspar	No_annotation	17916232	NFAT-related factors	Rel homology region (RHR) factors
1	1.98800764368635	MA0593.1	36.8406284804666	2	FOXP2	jaspar	ChIP-seq	23625967	FOX	Fork head/winged helix factors
1	2.31356611103941	MA0630.1	36.7179321975101	10	SHOX	jaspar	PBM	23332764	Paired-related HD factors	Homeo domain factors
1	2.27140569429695	MA0718.1	36.2247403036556	7	RAX	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.54660317194588	MA0755.1	36.1915039725135	8	CUX2	jaspar	HT-SELEX	7799919	HD-CUT	Homeo domain factors
1	1.57533047883671	MA0052.4	36.0212014807555	12	MEF2A	jaspar	ChIP-seq	25217591	Regulators of differentiation	MADS box factors
1	1.60026346224154	MA0639.1	36.0065300499183	11	DBP	jaspar	HT-SELEX	21458520	CEBP-related	Basic leucine zipper factors (bZIP)
1	1.60416461246615	MA0680.2	35.7332358793762	4	Pax7	jaspar	No_annotation	22609161, 10567552	Paired plus homeo domain	Paired box factors
1	2.0794417699054	MA0125.1	35.6961473062941	6	Nobox	jaspar	SELEX	16997917	Paired-related HD factors	Homeo domain factors
1	1.55092609820743	MA0142.1	35.4014224943179	7	Pou5f1::Sox2	jaspar	ChIP-seq	18555785	POU domain factors::SOX-related factors	Homeo domain factors::High-mobility group (HMG) domain factors
1	1.63441718809774	MA0606.2	35.201707116784	12	Nfat5	jaspar	No_annotation	12374807	NFAT-related factors	Rel homology region (RHR) factors
1	1.53213101751845	MA0754.2	35.056604771256	9	CUX1	jaspar	CAP-SELEX	7799919	HD-CUT	Homeo domain factors
1	1.54787525710992	MA0780.1	34.8774854506804	10	PAX3	jaspar	HT-SELEX	19458195	Paired plus homeo domain	Paired box factors
1	2.43241989287172	MA0716.1	34.870674684136	8	PRRX1	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	2.19643891193898	MA0618.1	34.7650569888857	13	LBX1	jaspar	PBM	23332764	NK	Homeo domain factors
1	1.5783601541585	MA0901.2	34.5867702159481	6	HOXB13	jaspar	ChIP-seq	23332764	HOX	Homeo domain factors
1	1.75728346627961	MA1478.1	34.4498541337482	7	DMRTA2	jaspar	HT-SELEX	25215497	DMRT factors	DM-type intertwined zinc finger factors
1	2.27326884872373	MA0890.1	34.1118493725835	7	GBX2	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.35164130138148	MA0709.1	33.6096454215688	9	Msx3	jaspar	HT-SELEX	18585360	NK	Homeo domain factors
1	1.58581590072656	MA1503.1	33.5561211677603	1	HOXB9	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.53531154747607	MA0790.1	33.5010077251527	11	POU4F1	jaspar	HT-SELEX	18077589	POU domain factors	Homeo domain factors
1	1.66648599840374	MA0482.2	32.914480225513	7	GATA4	jaspar	ChIP-seq	7791790	C4-GATA-related	Other C4 zinc finger-type factors
1	1.55476680434514	MA1607.1	32.765314395307	3	Foxl2	jaspar	ChIP-seq	17192407	FOX	Fork head/winged helix factors
1	2.01518331590565	MA0889.1	32.7158832002513	8	GBX1	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.58887845561728	MA0911.1	32.6703654472226	10	Hoxa11	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.35169606183611	MA0886.1	32.5480659434555	9	EMX2	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	1.50577515525134	MA0851.1	32.3558245442199	5	Foxj3	jaspar	universal protein binding microarray (PBM)	23332764	FOX	Fork head/winged helix factors
1	1.81693771761307	MA0157.3	32.1213589799584	8	Foxo3	jaspar	No_annotation	17916232	FOX	Fork head/winged helix factors
1	1.52665914584709	MA0507.2	32.0317620224121	3	POU2F2	jaspar	CAP-SELEX	11937630	POU domain factors	Homeo domain factors
1	1.52020565712785	MA0906.1	31.6146034615651	11	HOXC12	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.34620148931973	MA0721.1	31.2880366847185	10	UNCX	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.52333776150381	MA0490.2	31.1207593923761	4	JUNB	jaspar	ChIP-seq	21526160	Jun-related	Basic leucine zipper factors (bZIP)
1	2.08322384664879	MA0523.1	30.8795578724823	5	TCF7L2	jaspar	ChIP-seq	18268006	TCF-7-related factors	High-mobility group (HMG) domain factors
1	2.00998162088905	MA0701.2	30.8131570686511	5	LHX9	jaspar	HT-SELEX	18585359	HD-LIM	Homeo domain factors
1	1.55808642851337	MA0485.2	30.7848541973816	9	HOXC9	jaspar	HT-SELEX	9079637	HOX	Homeo domain factors
1	2.15987993118091	MA1519.1	30.7572048044776	2	LHX5	jaspar	HT-SELEX	18585359	HD-LIM	Homeo domain factors
1	1.54079577467842	MA1962.1	30.730764816642	3	POU2F1::SOX2	jaspar	HT-SELEX	29335749	POU domain factors::SOX-related factors	Homeo domain factors::High-mobility group (HMG) domain factors
1	1.51950726681675	MA0679.2	30.5839167035134	6	ONECUT1	jaspar	ChIP-seq	8887657	HD-CUT	Homeo domain factors
1	1.62576947821422	MA0031.1	30.5478246522937	13	FOXD1	jaspar	SELEX	7957066	FOX	Fork head/winged helix factors
1	1.92422708787842	MA0877.3	30.2587973440664	10	BARHL1	jaspar	CAP-SELEX	18585359	NK	Homeo domain factors
1	2.28127307474535	MA0720.1	29.9000668238587	11	Shox2	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.47712960006802	MA1636.1	29.3927270910217	5	CEBPG	jaspar	ChIP-seq	21543584	CEBP-related	Basic leucine zipper factors (bZIP)
1	2.38832494348898	MA0151.1	29.3548161406522	10	Arid3a	jaspar	SELEX	8543152	ARID-related	ARID
1	2.03704110741766	MA0624.2	29.0106895273846	14	Nfatc1	jaspar	No_annotation	23332764	NFAT-related factors	Rel homology region (RHR) factors
1	2.0666579702708	MA0769.2	28.8771437010532	12	TCF7	jaspar	ChIP-seq	28092692	TCF-7-related factors	High-mobility group (HMG) domain factors
1	1.55688362844365	MA0678.1	28.7439426925913	7	OLIG2	jaspar	HT-SELEX	20959288	Tal-related	Basic helix-loop-helix factors (bHLH)
1	2.35991069493961	MA0699.1	28.6575277511702	8	LBX2	jaspar	HT-SELEX	18585360	NK	Homeo domain factors
1	2.22377455842814	MA0661.1	28.5332571201389	9	MEOX1	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.36508097705731	MA0717.1	28.4473654930976	12	RAX2	jaspar	HT-SELEX	18585360	Paired-related HD factors	Homeo domain factors
1	1.98478362338609	MA0612.2	28.43781318674	15	EMX1	jaspar	HT-SELEX	25215497	NK	Homeo domain factors
1	1.50255679463113	MA0681.2	28.1224921460574	10	PHOX2B	jaspar	ChIP-seq	22323723	Paired-related HD factors	Homeo domain factors
1	1.46915039751818	MA0873.1	27.9951715145337	11	HOXD12	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.73613839575563	MA0480.2	27.8742747278141	11	Foxo1	jaspar	No_annotation	10880363	FOX	Fork head/winged helix factors
1	2.32065588574913	MA0132.2	27.7950987464592	8	PDX1	jaspar	HT-SELEX	18585360	HOX	Homeo domain factors
1	1.4853621707959	MA0610.1	27.4450134159337	16	DMRT3	jaspar	PBM	17605809	DMRT factors	DM-type intertwined zinc finger factors
1	1.45840858398382	MA0102.4	27.0931566951204	9	CEBPA	jaspar	ChIP-seq	8632009	CEBP-related	Basic leucine zipper factors (bZIP)
1	1.81787314033274	MA0912.2	26.7311919644108	12	HOXD3	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.98534530293095	MA0143.4	26.7265137889197	12	SOX2	jaspar	ChIP-seq	15863505	SOX-related factors	High-mobility group (HMG) domain factors
1	2.14618570197245	MA0654.1	26.276284949077	11	ISX	jaspar	HT-SELEX	18585359	Paired-related HD factors	Homeo domain factors
1	2.02988037228653	MA0676.1	26.2529471575553	12	Nr2e1	jaspar	HT-SELEX	10706625	RXR-related receptors (NR2)	Nuclear receptors with C4 zinc fingers
1	1.45622140983183	MA1506.1	26.1638733489274	3	HOXD10	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.4600960707776	MA0491.2	25.8780050604769	6	JUND	jaspar	ChIP-seq	21526160	Jun-related	Basic leucine zipper factors (bZIP)
1	2.38361238077824	MA0706.1	25.3768424056805	13	MEOX2	jaspar	HT-SELEX	18585360	HOX	Homeo domain factors
1	1.43474887280648	MA0773.1	25.2812603628339	13	MEF2D	jaspar	HT-SELEX	25217591	Regulators of differentiation	MADS box factors
1	1.45309553934682	MA1580.1	25.2783454410281	4	ZBTB32	jaspar	HT-SELEX	23794217	Other factors with up to three adjacent zinc fingers	C2H2 zinc finger factors
1	1.54049628909217	MA0835.2	25.253480966256	6	BATF3	jaspar	ChIP-seq	29588546	B-ATF-related factors	Basic leucine zipper factors (bZIP)
1	1.83235134523834	MA0868.2	24.9790152731887	12	SOX8	jaspar	HT-SELEX	17599239	SOX-related factors	High-mobility group (HMG) domain factors
1	1.95477428360134	MA0479.1	24.9727309940114	13	FOXH1	jaspar	ChIP-seq	9702198	FOX	Fork head/winged helix factors
1	1.44605393388556	MA1960.1	24.8756103034534	1	MGA::EVX1	jaspar	HT-SELEX	24218641	TBX6-related factors::HOX	T-Box factors::Homeo domain factors
1	1.4848278034015	MA1623.1	24.8336268162971	6	Stat2	jaspar	ChIP-seq	9242679	STAT factors	STAT domain factors
1	1.69749500306072	MA1608.1	24.6954150349151	5	Isl1	jaspar	ChIP-seq	18585359	HD-LIM	Homeo domain factors
1	1.46506959224081	MA0826.1	24.3772770721432	7	OLIG1	jaspar	HT-SELEX	20959288	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.42053548161975	MA0660.1	24.1510898475548	13	MEF2B	jaspar	HT-SELEX	9430690	Regulators of differentiation	MADS box factors
1	1.41958714687564	MA0050.3	24.0450954530481	14	Irf1	jaspar	No_annotation	21803131	Interferon-regulatory factors	Tryptophan cluster factors
1	1.43128596241495	MA0030.1	23.9086998387427	15	FOXF2	jaspar	SELEX	7957066	FOX	Fork head/winged helix factors
1	1.95016949812723	MA0895.1	23.6057180459447	13	HMBOX1	jaspar	HT-SELEX	18585359	POU domain factors	Homeo domain factors
1	2.14952116464835	MA0880.1	23.5916671416355	14	Dlx3	jaspar	PBM	23332764	NK	Homeo domain factors
1	2.20674718964232	MA0900.2	23.5332062482688	15	HOXA2	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.51072135416912	MA0704.1	23.4845069716314	14	Lhx4	jaspar	HT-SELEX	18585360	HD-LIM	Homeo domain factors
1	1.67912217589392	MA0077.1	23.4291600643702	10	SOX9	jaspar	SELEX	9973626	SOX-related factors	High-mobility group (HMG) domain factors
1	1.4409969213157	MA0756.2	23.4075646589244	14	ONECUT2	jaspar	CAP-SELEX	8887657	HD-CUT	Homeo domain factors
1	2.22943331036545	MA0614.1	23.399929837935	17	Foxj2	jaspar	PBM	24025729	FOX	Fork head/winged helix factors
1	1.45697794159688	MA0852.2	23.3453101880312	8	FOXK1	jaspar	ChIP-seq	16624804	FOX	Fork head/winged helix factors
1	2.22668912449131	MA0666.2	23.3221128382186	14	MSX1	jaspar	CAP-SELEX	18585359	NK	Homeo domain factors
1	2.29543183338382	MA0642.2	23.0265854821467	18	EN2	jaspar	NCAP-SELEX	18585359	NK	Homeo domain factors
1	1.41177325986292	MA0655.1	23.0096069854694	15	JDP2	jaspar	HT-SELEX	9154808	Fos-related	Basic leucine zipper factors (bZIP)
1	1.9859981664531	MA1501.1	22.8620743866588	4	HOXB7	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	1.40603366251949	MA0833.2	22.7084404219374	9	ATF4	jaspar	ChIP-seq	22819556	ATF-4-related factors	Basic leucine zipper factors (bZIP)
1	1.42333843020373	MA0836.2	22.5355930632386	10	CEBPD	jaspar	ChIP-seq	8632009	CEBP-related	Basic leucine zipper factors (bZIP)
1	1.48125424091639	MA0791.1	22.1105703539641	15	POU4F3	jaspar	HT-SELEX	18077589	POU domain factors	Homeo domain factors
1	1.49056529519393	MA1634.1	21.9720150831232	7	BATF	jaspar	ChIP-seq	29588546	B-ATF-related factors	Basic leucine zipper factors (bZIP)
1	2.62149486140509	MA0644.2	21.9382685345988	19	ESX1	jaspar	CAP-SELEX	18585359	Paired-related HD factors	Homeo domain factors
1	1.54882482800678	MA0520.1	21.6713224530157	7	Stat6	jaspar	ChIP-seq	21828071	STAT factors	STAT domain factors
1	2.48205083233621	MA1152.1	21.5084820917535	8	SOX15	jaspar	SMiLE-seq	15863505	SOX-related factors	High-mobility group (HMG) domain factors
1	2.50350394807599	MA0881.1	21.5066873025207	16	Dlx4	jaspar	PBM	23332764	NK	Homeo domain factors
1	1.39935255881556	MA1709.1	21.4165591329941	8	ZIM3	jaspar	ChIP-seq	27852650	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	2.24376534820366	MA0882.1	21.3470967847478	17	DLX6	jaspar	HT-SELEX	9889271	NK	Homeo domain factors
1	1.38412330223035	MA1603.1	20.8890026454761	6	Dmrt1	jaspar	ChIP-seq	26005864	DMRT factors	DM-type intertwined zinc finger factors
1	1.38252655159936	MA1657.1	20.714173501145	9	ZNF652	jaspar	ChIP-seq	23332764	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.38029065373828	MA0629.1	20.5362895270797	20	Rhox11	jaspar	universal protein binding microarray (PBM)	18585359	Paired-related HD factors	Homeo domain factors
1	1.47159992048653	MA0854.1	20.3751683444566	18	Alx1	jaspar	universal protein binding microarray (PBM)	23332764	Paired-related HD factors	Homeo domain factors
1	1.65681870369032	MA1112.2	20.2877482409936	13	NR4A1	jaspar	ChIP-seq	12082103	NGFI-B-related receptors (NR4)	Nuclear receptors with C4 zinc fingers
1	1.41105953009991	MA0070.1	20.1816200694686	16	PBX1	jaspar	SELEX	7910944	TALE-type homeo domain factors	Homeo domain factors
1	2.40919066492549	MA0875.1	19.7790756014447	19	BARX1	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	2.40240033703267	MA0662.1	19.6400978849317	16	MIXL1	jaspar	HT-SELEX	19711456	Paired-related HD factors	Homeo domain factors
1	2.44947878371425	MA0027.2	19.3101089977184	17	EN1	jaspar	HT-SELEX	8096059	NK	Homeo domain factors
1	1.36521006782509	MA0817.1	19.2559514665397	11	BHLHE23	jaspar	HT-SELEX	9144210	Tal-related	Basic helix-loop-helix factors (bHLH)
1	2.69941500503629	MA0675.1	19.0041225351079	17	NKX6-2	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	1.7679240089693	MA0827.1	18.9984556081477	12	OLIG3	jaspar	HT-SELEX	20959288	Tal-related	Basic helix-loop-helix factors (bHLH)
1	1.50952841460956	MA1633.2	18.9070542711743	10	BACH1	jaspar	HT-SELEX	8887638	Jun-related	Basic leucine zipper factors (bZIP)
1	2.27676575899052	MA0910.2	18.8860689116622	14	HOXD8	jaspar	HT-SELEX	18585359	HOX	Homeo domain factors
1	2.57486085626526	MA0674.1	18.8027905998681	18	NKX6-1	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	2.21753495464689	MA1549.1	18.7462386293882	5	POU6F1	jaspar	HT-SELEX	26265007	POU domain factors	Homeo domain factors
1	1.39123183195087	MA0757.1	18.730106756139	16	ONECUT3	jaspar	HT-SELEX	8887657	HD-CUT	Homeo domain factors
1	1.37034734590795	MA1989.1	18.5276414171974	4	Bcl11B	jaspar	No_annotation	21912641	Factors with multiple dispersed zinc fingers	C2H2 zinc finger factors
1	1.59818574293852	MA0164.1	18.2578829699075	14	Nr2e3	jaspar	SELEX	15634773	RXR-related receptors (NR2)	Nuclear receptors with C4 zinc fingers
1	1.35762985123931	MA1489.1	18.0830077697362	9	FOXN3	jaspar	PBM	30826165	FOX	Fork head/winged helix factors
1	1.35591816539684	MA0772.1	18.0192304000642	17	IRF7	jaspar	HT-SELEX	10938111	Interferon-regulatory factors	Tryptophan cluster factors
1	1.36622663902321	MA0495.3	17.8836927174807	8	MAFF	jaspar	ChIP-seq	8264639	Maf-related	Basic leucine zipper factors (bZIP)
1	1.865873502413	MA0514.2	17.8462873430519	9	Sox3	jaspar	No_annotation	8625802	SOX-related factors	High-mobility group (HMG) domain factors
1	1.38548677668117	MA1991.1	17.7082931997417	5	Hnf1A	jaspar	No_annotation	30420627	POU domain factors	Homeo domain factors
1	2.56419275273304	MA0708.2	17.6290333705185	15	MSX2	jaspar	CAP-SELEX	18585360	NK	Homeo domain factors
1	2.32924471308777	MA1530.1	17.2096886992069	6	NKX6-3	jaspar	HT-SELEX	18585359	NK	Homeo domain factors
1	1.73092644477055	MA0648.1	17.1392835795678	21	GSC	jaspar	HT-SELEX	18585359	Paired-related HD factors	Homeo domain factors
1	2.04107713658772	MA0483.1	17.1123892314718	15	Gfi1B	jaspar	ChIP-seq	19773260	More than 3 adjacent zinc fingers	C2H2 zinc finger factors
1	1.34444523291375	MA0517.1	16.9890848429399	10	STAT1::STAT2	jaspar	ChIP-seq	16319195	STAT factors	STAT domain factors
